city,state_id,state_name,population,density
Malott,WA,Washington,840,176
Maben,MS,Mississippi,840,167
Harmony,PA,Pennsylvania,840,819
Dunkirk,OH,Ohio,840,493
Morgan,MN,Minnesota,840,587
Emily,MN,Minnesota,840,10
Riegelwood,NC,North Carolina,840,105
South Weldon,NC,North Carolina,840,744
Lumberport,WV,West Virginia,840,644
Armstrong,IA,Iowa,840,370
Loreauville,LA,Louisiana,840,727
Alger,OH,Ohio,839,1095
Dobbins Heights,NC,North Carolina,839,367
Bloomsbury,NJ,New Jersey,839,347
Supreme,LA,Louisiana,839,95
McGregor,IA,Iowa,838,248
Jonesville,SC,South Carolina,838,318
Teec Nos Pos,AZ,Arizona,838,22
Trezevant,TN,Tennessee,838,227
Waverly,MO,Missouri,838,256
Elizabeth,WV,West Virginia,838,684
Snead,AL,Alabama,838,58
Hooper,NE,Nebraska,838,479
Enderlin,ND,North Dakota,838,198
Hatfield,IN,Indiana,838,276
Skyline,AL,Alabama,838,81
Lake City,MI,Michigan,837,308
Wagener,SC,South Carolina,837,275
O'Donnell,TX,Texas,837,375
Wallowa,OR,Oregon,837,528
Ninilchik,AK,Alaska,836,1
Crawford,GA,Georgia,836,277
Plainfield,WI,Wisconsin,836,207
Rushford Village,MN,Minnesota,836,9
Shalimar,FL,Florida,836,1118
Roosevelt,NJ,New Jersey,836,166
Otisville,MI,Michigan,835,365
Blooming Grove,TX,Texas,835,375
Aspermont,TX,Texas,835,156
Franklin,ID,Idaho,835,247
Casper Mountain,WY,Wyoming,835,31
Orient,NY,New York,835,62
Lone Rock,WI,Wisconsin,835,324
Copperton,UT,Utah,835,1034
Harlem,MT,Montana,835,770
Simsboro,LA,Louisiana,835,92
Coalmont,TN,Tennessee,834,53
Alton,MO,Missouri,834,205
Aurora,SD,South Dakota,834,557
Middletown,MI,Michigan,834,686
Beaver Meadows,PA,Pennsylvania,834,1247
Pond Creek,OK,Oklahoma,834,377
Middleburg,VA,Virginia,834,311
Calhan,CO,Colorado,834,389
Royal Center,IN,Indiana,834,564
Gallant,AL,Alabama,833,22
Hazleton,IA,Iowa,833,402
Glasgow,WV,West Virginia,833,690
Newman,IL,Illinois,833,524
Warrenton,NC,North Carolina,833,298
Matinecock,NY,New York,833,121
Blackduck,MN,Minnesota,833,200
Penney Farms,FL,Florida,833,219
Malin,OR,Oregon,832,643
Pawnee City,NE,Nebraska,832,266
Shoreham,MI,Michigan,832,548
Ellenboro,NC,North Carolina,832,253
North Walpole,NH,New Hampshire,832,469
Flushing,OH,Ohio,832,523
Luthersville,GA,Georgia,831,101
Sully,IA,Iowa,831,548
McCammon,ID,Idaho,831,143
Utica,NE,Nebraska,831,695
Spring Hill,PA,Pennsylvania,831,307
Richland,MI,Michigan,831,316
Footville,WI,Wisconsin,831,285
Marrowstone,WA,Washington,831,50
Chester Hill,PA,Pennsylvania,831,722
Stoddard,WI,Wisconsin,830,502
Doniphan,NE,Nebraska,830,630
Magazine,AR,Arkansas,830,176
Lamboglia,PR,Puerto Rico,830,766
Chula Vista,TX,Texas,829,604
St. Joseph,TN,Tennessee,829,84
New Union,AL,Alabama,829,26
Harwood,ND,North Dakota,829,267
Au Gres,MI,Michigan,829,140
Fabrica,TX,Texas,829,1025
Edmundson,MO,Missouri,829,1166
Tatum,NM,New Mexico,829,201
Owensville,OH,Ohio,828,743
Brimfield,IL,Illinois,828,389
La Fontaine,IN,Indiana,828,523
Dayton,WY,Wyoming,828,597
Onaway,MI,Michigan,828,196
Cheyenne Wells,CO,Colorado,828,298
St. Ignatius,MT,Montana,828,599
Winslow,IN,Indiana,828,504
Pleasant Hills,OH,Ohio,828,902
Attica,MI,Michigan,828,66
Esmont,VA,Virginia,828,87
Crawford,TX,Texas,827,256
Arena,WI,Wisconsin,827,276
Sand Springs,TX,Texas,827,124
Jacksons' Gap,AL,Alabama,827,37
Baconton,GA,Georgia,827,163
Clay City,IN,Indiana,827,592
New Deal,TX,Texas,827,138
Pigeon Creek,OH,Ohio,827,356
Blue Ball,PA,Pennsylvania,827,267
Coffeeville,MS,Mississippi,826,148
Sarepta,LA,Louisiana,826,195
Smithfield,PA,Pennsylvania,826,449
Highland,WI,Wisconsin,826,280
Brownsville,KY,Kentucky,826,122
Island Pond,VT,Vermont,826,76
New Berlin,PA,Pennsylvania,826,822
Mortons Gap,KY,Kentucky,826,269
Brookport,IL,Illinois,826,488
Holly Pond,AL,Alabama,826,71
Stephenson,MI,Michigan,826,293
Eureka,SD,South Dakota,826,341
Crab Orchard,KY,Kentucky,825,182
Middlesex,NC,North Carolina,825,304
Hopedale,IL,Illinois,825,361
Elrod,NC,North Carolina,825,59
Mesita,NM,New Mexico,825,29
San Felipe,TX,Texas,825,38
Dakota City,IA,Iowa,825,431
St. Clair,MN,Minnesota,824,477
Norris,SC,South Carolina,824,168
Pittsville,WI,Wisconsin,824,159
Greenville,FL,Florida,824,241
Magnolia Springs,AL,Alabama,823,353
Juniata,NE,Nebraska,823,476
Occidental,CA,California,823,63
Beckville,TX,Texas,823,261
Notasulga,AL,Alabama,823,23
Fort Loudon,PA,Pennsylvania,822,74
Langley,OK,Oklahoma,822,204
Veyo,UT,Utah,822,153
Roy,WA,Washington,822,656
Brookfield,NJ,New Jersey,822,1466
Rockford,IA,Iowa,822,502
Bellefonte,KY,Kentucky,822,360
Garibaldi,OR,Oregon,822,321
Russellville,MO,Missouri,822,397
Polkville,MS,Mississippi,821,18
Lake Andes,SD,South Dakota,821,424
Hazelton,ID,Idaho,821,881
Gray Court,SC,South Carolina,821,171
Rising Star,TX,Texas,821,183
Cowiche,WA,Washington,821,606
Mossyrock,WA,Washington,820,460
Arlington,WI,Wisconsin,820,307
Santa Clara Pueblo,NM,New Mexico,820,156
Rockwood,PA,Pennsylvania,820,947
Pomona,KS,Kansas,820,400
Colo,IA,Iowa,820,297
Emmonak,AK,Alaska,819,63
Fertile,MN,Minnesota,818,152
Belle Center,OH,Ohio,818,454
Claysville,PA,Pennsylvania,818,1020
East Camden,AR,Arkansas,818,458
Penryn,CA,California,818,172
Potomac Park,MD,Maryland,818,818
Purple Sage,WY,Wyoming,818,959
Waynesfield,OH,Ohio,817,475
La Jara,CO,Colorado,817,773
Greenville,CA,California,817,39
Crowell,TX,Texas,817,167
Newton,UT,Utah,817,367
Candor,NC,North Carolina,817,155
Humphrey,NE,Nebraska,817,636
Weidman,MI,Michigan,817,55
Lafitte,LA,Louisiana,816,65
Redfield,IA,Iowa,816,231
Avoca,IN,Indiana,816,150
Killona,LA,Louisiana,816,395
Woods Hole,MA,Massachusetts,816,147
Mankato,KS,Kansas,816,323
Syracuse,OH,Ohio,816,339
Friedensburg,PA,Pennsylvania,816,199
Juno Ridge,FL,Florida,815,2115
Castalia,OH,Ohio,815,301
Afton,IA,Iowa,815,318
Wilson,AR,Arkansas,815,300
Red Butte,WY,Wyoming,815,716
Lime Lake,NY,New York,815,132
Silver Lake,MN,Minnesota,814,776
Brunswick,MO,Missouri,814,261
Potlatch,ID,Idaho,814,742
Rural Valley,PA,Pennsylvania,814,148
Downs,KS,Kansas,814,280
Sycamore,OH,Ohio,814,493
Atlas,PA,Pennsylvania,814,1255
Epps,LA,Louisiana,813,325
Pioneer Junction,MT,Montana,813,89
Park City,MT,Montana,813,328
Shickshinny,PA,Pennsylvania,813,694
Jetmore,KS,Kansas,813,74
Ringwood,IL,Illinois,813,80
Oakley,ID,Idaho,812,67
Ridge Farm,IL,Illinois,812,102
Pleasantville,PA,Pennsylvania,812,329
Peconic,NY,New York,812,92
Van Buren,IN,Indiana,812,536
Gurley,AL,Alabama,812,88
Adair,OK,Oklahoma,811,62
La Veta,CO,Colorado,811,229
Altheimer,AR,Arkansas,811,152
Argyle,WI,Wisconsin,811,501
Loch Lloyd,MO,Missouri,811,178
Selma,IN,Indiana,811,349
Oreana,IL,Illinois,811,669
Morgandale,OH,Ohio,811,117
Milltown,IN,Indiana,810,234
Hamel,IL,Illinois,810,262
Mulga,AL,Alabama,810,487
Riverside,UT,Utah,810,46
Stone Harbor,NJ,New Jersey,810,220
Woods Bay,MT,Montana,810,230
Mountain City,TX,Texas,810,595
Annabella,UT,Utah,810,444
Humboldt,NE,Nebraska,810,234
East Newnan,GA,Georgia,810,110
Edon,OH,Ohio,810,284
Benton,PA,Pennsylvania,810,523
Juncal,PR,Puerto Rico,809,1562
Fifth Ward,LA,Louisiana,809,60
Tranquillity,CA,California,809,505
Highfield-Cascade,MD,Maryland,809,180
Camden,NC,North Carolina,809,197
Carson,IA,Iowa,809,476
Hilshire Village,TX,Texas,808,1166
Henning,MN,Minnesota,808,93
Hilltop,WV,West Virginia,808,476
Hartrandt,WY,Wyoming,808,199
Parksley,VA,Virginia,808,506
Bowman,GA,Georgia,808,100
El Rito,NM,New Mexico,808,75
Garber,OK,Oklahoma,807,622
Lyons,MI,Michigan,807,255
Davenport,OK,Oklahoma,807,304
Sewickley Heights,PA,Pennsylvania,807,42
Marengo,IN,Indiana,807,402
Waverly Hall,GA,Georgia,807,93
Mora,NM,New Mexico,807,38
Vaughn,MT,Montana,807,87
Pineville,MO,Missouri,807,94
Walnut Grove,MN,Minnesota,806,285
Hollow Creek,KY,Kentucky,806,1344
Martin Lake,MN,Minnesota,806,225
Soudersburg,PA,Pennsylvania,806,273
Faith,NC,North Carolina,806,289
Burr Oak,MI,Michigan,806,309
Correctionville,IA,Iowa,806,517
Colver,PA,Pennsylvania,806,246
South Webster,OH,Ohio,805,236
Joaquin,TX,Texas,805,132
Aguanga,CA,California,805,22
Dollar Point,CA,California,805,190
Limestone,OK,Oklahoma,805,98
Junction City,OH,Ohio,805,483
Wellington,MO,Missouri,805,285
Harrison,IL,Illinois,805,151
Earlville,NY,New York,805,287
Lakes of the North,MI,Michigan,805,18
Pahoa,HI,Hawaii,805,142
Davidsville,PA,Pennsylvania,805,134
Scotland,SD,South Dakota,804,346
Livingston,IL,Illinois,804,291
Orrick,MO,Missouri,804,232
Menan,ID,Idaho,804,300
Beatty,NV,Nevada,804,1
Lewisburg,KY,Kentucky,804,267
Mountainaire,AZ,Arizona,804,30
Hills,IA,Iowa,804,411
Carolina,RI,Rhode Island,803,125
Saltsburg,PA,Pennsylvania,803,1498
Resaca,GA,Georgia,803,112
Key Colony Beach,FL,Florida,803,704
West Middlesex,PA,Pennsylvania,803,366
Arapaho,OK,Oklahoma,803,443
San Ildefonso Pueblo,NM,New Mexico,803,70
Parker,PA,Pennsylvania,802,323
Bethany,WV,West Virginia,802,422
Piedmont,WV,West Virginia,802,812
Stamping Ground,KY,Kentucky,802,526
Morse,LA,Louisiana,802,221
Flordell Hills,MO,Missouri,802,2526
Shrewsbury,WV,West Virginia,802,1075
Paragon Estates,CO,Colorado,802,184
Hubbard,IA,Iowa,801,182
Metolius,OR,Oregon,801,646
Mount Hope,KS,Kansas,801,210
Sonoita,AZ,Arizona,801,29
Dawson,TX,Texas,801,173
Dauphin,PA,Pennsylvania,801,722
Flint Creek,OK,Oklahoma,801,48
Wiconsico,PA,Pennsylvania,801,283
Granite,UT,Utah,801,257
Ogden,IL,Illinois,800,527
Deer Trail,CO,Colorado,800,273
Kansas,OK,Oklahoma,800,166
Pineland,TX,Texas,800,150
Lakeville,NY,New York,800,462
Diamond City,AR,Arkansas,800,109
Grassflat,PA,Pennsylvania,800,273
Freelandville,IN,Indiana,800,55
East Sparta,OH,Ohio,799,169
Lyons,NE,Nebraska,799,451
Rutledge,PA,Pennsylvania,799,2157
Scribner,NE,Nebraska,799,482
Vassar,KS,Kansas,799,63
West Union,WV,West Virginia,799,856
Tekoa,WA,Washington,799,251
Tecumseh,IN,Indiana,799,122
Cumby,TX,Texas,798,304
Escalante,UT,Utah,798,92
Lakeville,IN,Indiana,798,488
Smiths Grove,KY,Kentucky,798,395
Walthill,NE,Nebraska,798,720
Kimball,MN,Minnesota,798,203
Darby,MT,Montana,798,505
Ferrelview,MO,Missouri,798,2692
Isle,MN,Minnesota,798,121
East Orosi,CA,California,798,1242
Van Buren,MO,Missouri,798,154
Gobles,MI,Michigan,798,298
Elmwood,WI,Wisconsin,797,203
Francesville,IN,Indiana,797,1013
Bromley,KY,Kentucky,797,820
Prospect,NC,North Carolina,797,78
Gosport,IN,Indiana,797,819
Hollins,AL,Alabama,797,25
Sunrise Beach Village,TX,Texas,796,182
Cambridge,IA,Iowa,796,230
Brasher Falls,NY,New York,796,187
Morning Sun,IA,Iowa,796,394
Grazierville,PA,Pennsylvania,795,279
Culbertson,MT,Montana,795,299
Cedar Point,TX,Texas,795,339
McLean,IL,Illinois,795,260
Perdido,AL,Alabama,795,27
Lakewood Park,TN,Tennessee,795,53
Graettinger,IA,Iowa,795,398
Mackinaw City,MI,Michigan,795,89
Moose Creek,AK,Alaska,795,199
Bear Rocks,PA,Pennsylvania,794,115
Zayante,CA,California,794,112
Eden,UT,Utah,794,72
Chevy Chase Section Three,MD,Maryland,794,2626
Wedowee,AL,Alabama,794,87
Melbourne,IA,Iowa,794,542
Piney Point,MD,Maryland,794,200
Goshen,OH,Ohio,793,165
Raymond,IA,Iowa,793,187
Morrisdale,PA,Pennsylvania,793,181
Manila,CA,California,793,439
Roscoe,PA,Pennsylvania,793,1682
Lake Park,MN,Minnesota,793,309
Cairo,NE,Nebraska,792,320
Athol,ID,Idaho,792,343
Okoboji,IA,Iowa,792,174
Wells,TX,Texas,792,159
Wadsworth,NV,Nevada,792,82
Clyde,CA,California,792,2133
Oxford,IA,Iowa,792,330
Emerson,NE,Nebraska,792,645
Arkport,NY,New York,791,439
Hoonah,AK,Alaska,791,52
New Salem,PA,Pennsylvania,791,646
Grant City,MO,Missouri,791,229
Pleasant Plains,IL,Illinois,791,228
Blanchardville,WI,Wisconsin,791,634
Los Olivos,CA,California,791,124
Benkelman,NE,Nebraska,790,380
Smithfield,OH,Ohio,790,322
Hilltop Lakes,TX,Texas,790,35
Adams,MN,Minnesota,790,304
Walker,IA,Iowa,789,402
Buras,LA,Louisiana,789,132
Spencer,OH,Ohio,789,308
Minatare,NE,Nebraska,789,801
Interlaken,NJ,New Jersey,789,919
Howe,OK,Oklahoma,789,184
Campbellsburg,KY,Kentucky,789,230
Vass,NC,North Carolina,789,94
Stronghurst,IL,Illinois,789,348
Shoals,IN,Indiana,789,167
East Freedom,PA,Pennsylvania,789,181
Chocowinity,NC,North Carolina,788,302
Duncan,AZ,Arizona,788,141
Wonewoc,WI,Wisconsin,788,272
Wye,MT,Montana,788,104
Wilton Center,CT,Connecticut,788,1103
Gary,WV,West Virginia,788,361
Guy,AR,Arkansas,788,45
North Irwin,PA,Pennsylvania,787,1502
Morningside,NM,New Mexico,787,3237
Clarkfield,MN,Minnesota,787,282
Coon Valley,WI,Wisconsin,787,272
Fern Forest,HI,Hawaii,787,24
Klawock,AK,Alaska,787,446
Winnebago,NE,Nebraska,787,1502
Springport,MI,Michigan,787,241
Turbeville,SC,South Carolina,787,226
Horseshoe Bend,ID,Idaho,787,279
Stephens,AR,Arkansas,787,110
Fairplay,CO,Colorado,787,264
Lake Camelot,WI,Wisconsin,787,80
Belle Terre,NY,New York,786,342
Dammeron Valley,UT,Utah,786,62
Littlerock,CA,California,786,164
Wataga,IL,Illinois,786,366
Hurst,IL,Illinois,786,342
Clayton,OK,Oklahoma,786,176
Northwest,NC,North Carolina,785,43
Canon,GA,Georgia,785,97
Ubly,MI,Michigan,785,230
Willow Valley,AZ,Arizona,785,61
Brinnon,WA,Washington,784,31
Enterprise,KS,Kansas,784,451
Grapeview,WA,Washington,784,82
Carrolltown,PA,Pennsylvania,784,437
Bovey,MN,Minnesota,784,132
Seven Mile,OH,Ohio,784,418
Yachats,OR,Oregon,784,332
Spearville,KS,Kansas,784,482
Hayneville,AL,Alabama,784,162
Tierra Amarilla,NM,New Mexico,784,112
Aulander,NC,North Carolina,783,204
Woodhull,IL,Illinois,783,342
Mountain Pine,AR,Arkansas,783,182
Knippa,TX,Texas,783,59
Fultonville,NY,New York,783,633
Newborn,GA,Georgia,783,189
Climax,MI,Michigan,783,286
Alhambra Valley,CA,California,783,225
Pearl City,IL,Illinois,783,471
Anacoco,LA,Louisiana,783,98
Gila Crossing,AZ,Arizona,783,347
Byrdstown,TN,Tennessee,783,203
Mountain Road,VA,Virginia,783,35
Wallace,ID,Idaho,782,332
Windfall City,IN,Indiana,782,745
Norphlet,AR,Arkansas,782,147
Steinhatchee,FL,Florida,782,94
Doyline,LA,Louisiana,782,90
Foxfield,CO,Colorado,782,228
Indio Hills,CA,California,782,13
Sheatown,PA,Pennsylvania,782,585
Birnamwood,WI,Wisconsin,782,137
Manns Harbor,NC,North Carolina,782,74
Hana,HI,Hawaii,782,28
Pepin,WI,Wisconsin,781,417
Walnut Grove,MO,Missouri,781,485
Lyndonville,NY,New York,781,294
Kindred,ND,North Dakota,781,208
Rio Grande,OH,Ohio,781,220
Scurry,TX,Texas,781,162
Keysville,VA,Virginia,781,256
Allentown,FL,Florida,781,10
Deckerville,MI,Michigan,781,241
Gibraltar,PA,Pennsylvania,781,256
Beulah Valley,CO,Colorado,780,43
Woodsburgh,NY,New York,780,884
Meriden,KS,Kansas,780,398
Loon Lake,WA,Washington,780,92
Alma,KS,Kansas,780,515
Millersburg,KY,Kentucky,780,735
Savona,NY,New York,780,289
Marion,SD,South Dakota,780,347
Worden,MT,Montana,780,152
Branchville,NJ,New Jersey,779,507
Stantonsburg,NC,North Carolina,779,511
Virginia City,NV,Nevada,779,347
Belgrade,MN,Minnesota,779,250
Cissna Park,IL,Illinois,779,414
McKee,KY,Kentucky,779,125
Greensburg,KS,Kansas,778,167
Riceboro,GA,Georgia,778,27
Beaverdale,PA,Pennsylvania,778,189
Hewitt,WI,Wisconsin,778,322
Lesage,WV,West Virginia,778,49
Netarts,OR,Oregon,778,115
Douglas,AL,Alabama,778,88
Montrose,IA,Iowa,778,247
Ossian,IA,Iowa,778,282
Middle Amana,IA,Iowa,778,290
Stokes,NC,North Carolina,777,67
Alexis,IL,Illinois,777,631
Wagram,NC,North Carolina,777,205
Maricao,PR,Puerto Rico,777,1843
Flint Hill,MO,Missouri,777,93
Hartford,IA,Iowa,777,276
Blue Ridge Manor,KY,Kentucky,777,1616
Oshkosh,NE,Nebraska,777,448
Hugo,CO,Colorado,777,329
Woodridge,NY,New York,777,177
Loma Linda,MO,Missouri,776,84
Conway,MO,Missouri,776,164
Seligman,AZ,Arizona,776,46
Marshallville,OH,Ohio,776,506
Wrightstown,NJ,New Jersey,776,161
Garrison,KY,Kentucky,776,111
Baltic,OH,Ohio,776,407
York Springs,PA,Pennsylvania,776,1504
Susan Moore,AL,Alabama,776,57
Neopit,WI,Wisconsin,776,24
Ashland,KS,Kansas,775,176
Damascus,VA,Virginia,775,375
Dayton,IA,Iowa,775,353
Sawmill,AZ,Arizona,775,51
North Hills,WV,West Virginia,774,527
Bishopville,MD,Maryland,774,104
Warsaw,MN,Minnesota,774,346
Wellston,OK,Oklahoma,774,223
Holly,CO,Colorado,774,413
East Galesburg,IL,Illinois,774,218
Siren,WI,Wisconsin,774,249
Alakanuk,AK,Alaska,774,9
Sanderson,TX,Texas,774,71
Cheyenne,OK,Oklahoma,774,308
Happy Valley,NM,New Mexico,774,139
Grand Junction,IA,Iowa,773,308
Breesport,NY,New York,773,183
Sterling,OK,Oklahoma,773,370
Hemingford,NE,Nebraska,773,438
Lowden,IA,Iowa,773,277
Atlantic,VA,Virginia,773,50
Bailey's Prairie,TX,Texas,773,42
Somerville,AL,Alabama,773,97
Cedar Hill,NM,New Mexico,773,55
Lake Village,IN,Indiana,773,75
Log Cabin,TX,Texas,772,284
Kirklin,IN,Indiana,772,707
Plumerville,AR,Arkansas,772,277
Copenhagen,NY,New York,772,253
Patoka,IN,Indiana,772,271
Biron,WI,Wisconsin,772,64
Forest Ranch,CA,California,772,21
Blue Ridge Shores,VA,Virginia,772,217
Vernon,MI,Michigan,772,299
Earlville,IA,Iowa,772,528
Hermitage,AR,Arkansas,771,275
Valley Brook,OK,Oklahoma,771,1138
Bucklin,KS,Kansas,771,517
Coward,SC,South Carolina,771,84
Screven,GA,Georgia,771,138
Phelps,KY,Kentucky,771,37
Toledo,WA,Washington,771,755
Vermontville,MI,Michigan,771,235
Valle Vista,TX,Texas,771,3717
Central City,CO,Colorado,770,137
Chalfant,PA,Pennsylvania,770,1868
Black Creek,NC,North Carolina,770,414
Espino,PR,Puerto Rico,770,712
Round Lake,NY,New York,770,264
Dover,MN,Minnesota,770,293
Norvelt,PA,Pennsylvania,770,165
Wall Lake,IA,Iowa,769,241
Walnut,IA,Iowa,769,134
Boswell,IN,Indiana,769,335
Pleasant Hill,NC,North Carolina,769,114
Exira,IA,Iowa,769,291
Hanna,WY,Wyoming,769,145
White Lake,NC,North Carolina,769,289
Exeter,MO,Missouri,769,375
Schroon Lake,NY,New York,769,102
Payne Springs,TX,Texas,769,140
Hanover,IL,Illinois,768,264
Lamberton,MN,Minnesota,768,388
Polk,PA,Pennsylvania,768,146
Brantley,AL,Alabama,768,95
West Concord,MN,Minnesota,768,273
Jeffersonville,VT,Vermont,768,382
St. Georges,DE,Delaware,767,305
Quiogue,NY,New York,767,235
Finzel,MD,Maryland,767,75
Linden,IN,Indiana,767,757
Knightsville,IN,Indiana,767,285
Viborg,SD,South Dakota,767,737
Kraemer,LA,Louisiana,767,56
Ashland Heights,SD,South Dakota,767,101
Tiskilwa,IL,Illinois,766,578
Raleigh,FL,Florida,766,152
White Springs,FL,Florida,766,161
Plain,WI,Wisconsin,766,355
May Creek,WA,Washington,766,465
Philip,SD,South Dakota,765,497
Hardy,AR,Arkansas,765,57
Geyserville,CA,California,765,65
Elysian,MN,Minnesota,765,247
Eden,MD,Maryland,765,52
Oregon,MO,Missouri,765,318
Lancaster,MO,Missouri,765,198
Riceville,IA,Iowa,764,268
Cluster Springs,VA,Virginia,764,34
Eden Roc,HI,Hawaii,764,46
Hannawa Falls,NY,New York,764,57
Dunseith,ND,North Dakota,764,294
Miracle Valley,AZ,Arizona,764,539
Sierra Blanca,TX,Texas,764,62
Alanson,MI,Michigan,764,299
Tickfaw,LA,Louisiana,764,182
Mamers,NC,North Carolina,763,48
Columbiaville,MI,Michigan,763,333
Port Deposit,MD,Maryland,763,130
Powellton,WV,West Virginia,763,55
Eagleville,TN,Tennessee,763,104
Andersonville,OH,Ohio,763,129
Corinne,UT,Utah,763,77
Homecroft,IN,Indiana,763,1227
Lopatcong Overlook,NJ,New Jersey,763,810
Triadelphia,WV,West Virginia,762,437
Garza-Salinas II,TX,Texas,762,3710
Kwethluk,AK,Alaska,762,29
Shindler,SD,South Dakota,762,195
Kiowa,CO,Colorado,761,341
Milo,IA,Iowa,761,484
Pilot Grove,MO,Missouri,761,698
Throckmorton,TX,Texas,761,177
Hymera,IN,Indiana,761,412
Moyie Springs,ID,Idaho,761,194
Red Cross,NC,North Carolina,761,82
Eldred,PA,Pennsylvania,761,358
Hamlet,IN,Indiana,761,304
Cowley,WY,Wyoming,761,336
Sharon Springs,KS,Kansas,760,325
Grass Valley,NV,Nevada,760,8
New Site,AL,Alabama,760,29
Montgomery,IN,Indiana,759,181
Tipton,OK,Oklahoma,759,433
La Farge,WI,Wisconsin,759,290
Meadow Vale,KY,Kentucky,759,1502
Columbia,NC,North Carolina,759,243
Braceville,IL,Illinois,759,94
Bixby,TX,Texas,759,186
Comunas,PR,Puerto Rico,758,468
Lake View,SC,South Carolina,758,173
Essex,IL,Illinois,758,125
Riverdale,VA,Virginia,758,36
Alliance,NC,North Carolina,758,140
Scarbro,WV,West Virginia,758,435
Cuba,NM,New Mexico,757,89
Diamondville,WY,Wyoming,757,250
Howard,SD,South Dakota,757,304
Hilltop,MN,Minnesota,757,2451
Tetherow,OR,Oregon,757,137
Clinton,MT,Montana,757,89
Knoxville,AR,Arkansas,756,91
Ooltewah,TN,Tennessee,756,472
Ringtown,PA,Pennsylvania,756,665
Leighton,AL,Alabama,756,135
Raymond,MN,Minnesota,756,323
Upper Exeter,PA,Pennsylvania,756,148
Godley,IL,Illinois,756,269
Fountain City,IN,Indiana,756,1106
Misenheimer,NC,North Carolina,756,162
Gratz,PA,Pennsylvania,756,98
Cass Lake,MN,Minnesota,756,253
Port Vincent,LA,Louisiana,755,171
Twin Valley,MN,Minnesota,755,340
Peru,NE,Nebraska,755,554
Boomer,WV,West Virginia,755,277
Kinmundy,IL,Illinois,755,272
Chiloquin,OR,Oregon,755,356
Bridger,MT,Montana,755,365
Alcester,SD,South Dakota,755,873
Hobson City,AL,Alabama,755,278
Patterson,GA,Georgia,755,110
Gibbon,MN,Minnesota,755,439
Hedrick,IA,Iowa,754,189
Traver,CA,California,754,345
Pine Lake,GA,Georgia,754,1222
Walnut,MS,Mississippi,754,53
Round Valley,AZ,Arizona,754,60
Onset,MA,Massachusetts,754,269
Kasilof,AK,Alaska,754,27
Ravine,PA,Pennsylvania,754,266
Church Hill,MD,Maryland,753,404
New Harmony,IN,Indiana,753,356
Housatonic,MA,Massachusetts,753,326
Montreal,WI,Wisconsin,753,130
Mount Calvary,WI,Wisconsin,753,275
Napoleon,ND,North Dakota,752,210
